episode_id,policy_freq,profile,method,filter,value,episode_length,collision,mean_speed,total_cost,total_avoided_cost,total_expected_cost,total_reward,total_basic_reward,total_added_reward,mean_iterations_to_converge,convergence_rate,outcome_unchanged_count,outcome_naively_augmented_count,outcome_rcps_augmented_count,outcome_projection_count,lane_0_time,lane_1_time
71,1,merge_courtesy,nop,False,nan,13,0,28.135251062216373,0.5871100177914619,0.0,0.3707228749990463,18.38033055235252,18.38033055235252,0.0,nan,0.0,0,0,0,0,0.0,13.0
72,1,merge_courtesy,nop,False,nan,8,1,30.0,1.6481558808818342,0.0,1.0848875641822815,11.95,11.95,0.0,nan,0.0,0,0,0,0,0.0,8.0
73,1,merge_courtesy,nop,False,nan,12,0,29.638203017832648,3.7090181465646848,0.0,2.416883669793606,17.676337448559668,17.676337448559668,0.0,nan,0.0,0,0,0,0,0.0,12.0
74,1,merge_courtesy,nop,False,nan,12,0,30.0,3.1738096876830264,0.0,2.191023528575897,17.849999999999998,17.849999999999998,0.0,nan,0.0,0,0,0,0,0.0,12.0
75,1,merge_courtesy,nop,False,nan,12,0,30.0,1.694129183414687,0.0,1.1545741260051727,17.849999999999998,17.849999999999998,0.0,nan,0.0,0,0,0,0,0.0,12.0
76,1,merge_courtesy,nop,False,nan,12,0,30.0,3.1593362920020613,0.0,2.079892575740814,17.749291998026376,17.749291998026376,0.0,nan,0.0,0,0,0,0,1.0,11.0
77,1,merge_courtesy,nop,False,nan,13,0,26.655102277460422,0.9312071108672895,0.0,0.6063063442707062,17.61065318427942,17.61065318427942,0.0,nan,0.0,0,0,0,0,0.0,13.0
78,1,merge_courtesy,nop,False,nan,12,0,30.0,3.772866434012421,0.0,2.515412375330925,17.749291998026376,17.749291998026376,0.0,nan,0.0,0,0,0,0,1.0,11.0
79,1,merge_courtesy,nop,False,nan,13,0,27.80128461713882,0.0,0.0,0.0,18.206668000912188,18.206668000912188,0.0,nan,0.0,0,0,0,0,0.0,13.0
80,1,merge_courtesy,nop,False,nan,12,0,30.0,3.6396410642955566,0.0,2.414089545607567,17.749291998026376,17.749291998026376,0.0,nan,0.0,0,0,0,0,1.0,11.0
81,1,merge_courtesy,nop,False,nan,12,0,30.0,2.456171757524828,0.0,1.6295986473560333,17.749291998026376,17.749291998026376,0.0,nan,0.0,0,0,0,0,1.0,11.0
82,1,merge_courtesy,nop,False,nan,12,0,30.0,3.153343431481607,0.0,2.178728073835373,17.849999999999998,17.849999999999998,0.0,nan,0.0,0,0,0,0,0.0,12.0
83,1,merge_courtesy,nop,False,nan,14,0,25.822611223350602,0.0,0.0,0.0,18.46066228507634,18.46066228507634,0.0,nan,0.0,0,0,0,0,0.0,14.0
84,1,merge_courtesy,nop,False,nan,12,0,29.221552852052668,2.39582612647408,0.0,1.8322228863835335,17.476345368985278,17.476345368985278,0.0,nan,0.0,0,0,0,0,0.0,12.0
85,1,merge_courtesy,nop,False,nan,12,0,30.0,1.7115883388204767,0.0,1.1934998482465744,17.849999999999998,17.849999999999998,0.0,nan,0.0,0,0,0,0,0.0,12.0
86,1,merge_courtesy,nop,False,nan,13,0,26.655102277460422,0.0,0.0,0.0,17.61065318427942,17.61065318427942,0.0,nan,0.0,0,0,0,0,0.0,13.0
87,1,merge_courtesy,nop,False,nan,12,0,30.0,2.5573754366062316,0.0,1.776223711669445,17.849999999999998,17.849999999999998,0.0,nan,0.0,0,0,0,0,0.0,12.0
88,1,merge_courtesy,nop,False,nan,13,0,28.135251062216373,0.20761096815732843,0.0,0.13376186788082123,18.38033055235252,18.38033055235252,0.0,nan,0.0,0,0,0,0,0.0,13.0
89,1,merge_courtesy,nop,False,nan,13,0,27.42333905172183,0.0,0.0,0.0,18.010136306895355,18.010136306895355,0.0,nan,0.0,0,0,0,0,0.0,13.0
90,1,merge_courtesy,nop,False,nan,12,0,28.813046846239462,0.0,0.0,0.0,17.28026248619494,17.28026248619494,0.0,nan,0.0,0,0,0,0,0.0,12.0
91,1,merge_courtesy,nop,False,nan,13,0,26.655102277460422,0.0,0.0,0.0,17.61065318427942,17.61065318427942,0.0,nan,0.0,0,0,0,0,0.0,13.0
92,1,merge_courtesy,nop,False,nan,13,0,27.42333905172183,0.18300180320671813,0.0,0.11992578208446503,18.010136306895355,18.010136306895355,0.0,nan,0.0,0,0,0,0,0.0,13.0
93,1,merge_courtesy,nop,False,nan,12,0,29.638203017832648,2.431121851059755,0.0,1.6205882728099823,17.676337448559668,17.676337448559668,0.0,nan,0.0,0,0,0,0,0.0,12.0
94,1,merge_courtesy,nop,False,nan,13,0,26.655102277460422,0.5664807276199437,0.0,0.3647703528404236,17.61065318427942,17.61065318427942,0.0,nan,0.0,0,0,0,0,0.0,13.0
95,1,merge_courtesy,nop,False,nan,13,0,26.655102277460422,0.0,0.0,0.0,17.61065318427942,17.61065318427942,0.0,nan,0.0,0,0,0,0,0.0,13.0
96,1,merge_courtesy,nop,False,nan,12,0,30.0,2.905477285747507,0.0,1.9964542090892792,17.849999999999998,17.849999999999998,0.0,nan,0.0,0,0,0,0,0.0,12.0
97,1,merge_courtesy,nop,False,nan,13,0,26.655102277460422,2.390873423633998,0.0,1.5142965018749237,17.61065318427942,17.61065318427942,0.0,nan,0.0,0,0,0,0,0.0,13.0
98,1,merge_courtesy,nop,False,nan,12,0,30.0,3.185865165794701,0.0,2.1321764141321182,17.749291998026376,17.749291998026376,0.0,nan,0.0,0,0,0,0,1.0,11.0
99,1,merge_courtesy,nop,False,nan,13,0,28.135251062216373,0.0,0.0,0.0,18.38033055235252,18.38033055235252,0.0,nan,0.0,0,0,0,0,0.0,13.0
